Country,Code,Year,Traditional_biomass,Hydro,Solar,Wind,Geo_Biomass_Other
Eastern Africa,,2005,,40.2636209820178,0.0011990000565052,0.0013,2.1533
Eastern Africa,,2006,,42.5595851926377,0.00478699998140335,0.0048,2.29319
Eastern Africa,,2007,,46.3866450128057,0.00941428301773797,0.0110000000029802,2.20555
Eastern Africa,,2008,,45.7876814053477,0.0177511920726935,0.016069999999999997,2.321822
Eastern Africa,,2009,,48.0202429797607,0.0315789170854488,0.0267,2.67872219
Eastern Africa,,2010,,53.972244817629395,0.0947658649128338,0.03821,2.9365420639999997
Eastern Africa,,2011,,55.6134678017832,0.17457879089226097,0.03413,2.938756611
Eastern Africa,,2012,,58.0611044705391,0.24455986358397397,0.15397820009155302,3.089649862
Eastern Africa,,2013,,61.757797603319304,0.30546838124201,0.314711100091553,3.371167925
Eastern Africa,,2014,,65.9884917933297,0.38377260712958,0.44130350009155295,4.564418028
Eastern Africa,,2015,,65.26675793677249,0.44013435091424197,0.7777217001373291,6.175652605
Eastern Africa,,2016,,61.783099961913,0.4889764761706021,0.8899006001373291,6.2333965183
Eastern Africa,,2017,,64.1033155154413,0.5580375320294629,0.7920949597899909,6.482231847820691
Eastern Africa,,2018,,67.30841410514161,0.7668208175202941,0.8633725024565029,7.04541870443246
Eastern Africa,,2019,,68.8553713399554,6.963664840002309,2.37065942672727,7.170132608173581
Ecuador,ECU,1965,,0.249,0,0,0
Ecuador,ECU,1966,,0.285,0,0,0
Ecuador,ECU,1967,,0.314,0,0,0
Ecuador,ECU,1968,,0.32799999999999996,0,0,0
Ecuador,ECU,1969,,0.364,0,0,0
Ecuador,ECU,1970,,0.405,0,0,0
Ecuador,ECU,1971,,0.44,0,0,0
Ecuador,ECU,1972,,0.445,0,0,0
Ecuador,ECU,1973,,0.435,0,0,0
Ecuador,ECU,1974,,0.5,0,0,0
Ecuador,ECU,1975,,0.628,0,0,0
Ecuador,ECU,1976,,0.605,0,0,0
Ecuador,ECU,1977,,0.5579999999999999,0,0,0
Ecuador,ECU,1978,,0.7909999999999999,0,0,0
Ecuador,ECU,1979,,0.7090000000000001,0,0,0
Ecuador,ECU,1980,,0.872,0,0,0
Ecuador,ECU,1981,,0.779,0,0,0
Ecuador,ECU,1982,,0.895,0,0,0
Ecuador,ECU,1983,,1.7209999999999999,0,0,0
Ecuador,ECU,1984,,3.233,0,0,0
Ecuador,ECU,1985,,3.279,0,0,0
Ecuador,ECU,1986,,4.012,0,0,0
Ecuador,ECU,1987,,4.57,0,0,0
Ecuador,ECU,1988,,4.8260000000000005,0,0,0
Ecuador,ECU,1989,,4.954,0,0,0
Ecuador,ECU,1990,,4.9866877,0,0,0
Ecuador,ECU,1991,,5.075921,0,0,0
Ecuador,ECU,1992,,4.9735809,0,0,0
Ecuador,ECU,1993,,5.8101370999999995,0,0,0
Ecuador,ECU,1994,,6.5652775,0,0,0
Ecuador,ECU,1995,,5.1605513,0,0,0
Ecuador,ECU,1996,,6.3434151,0,0,0
Ecuador,ECU,1997,,6.534177099999999,0,0,0
Ecuador,ECU,1998,,6.5060954,0,0,0
Ecuador,ECU,1999,,7.176725936939999,0,0,0
Ecuador,ECU,2000,,7.611231425514999,0,0,0
Ecuador,ECU,2001,,7.070652628788,0,0,0
Ecuador,ECU,2002,,7.5242560301240005,0,0,0
Ecuador,ECU,2003,,7.180416910383,0,0,0
Ecuador,ECU,2004,,7.411699139289,0,0,0.00324057
Ecuador,ECU,2005,,6.8826393728760005,0.00001238993,0,0.102856283
Ecuador,ECU,2006,,7.129493192310999,0.000014875,0,0.14555572874199998
Ecuador,ECU,2007,,9.037655280444,0.000018162,0.000962135,0.21875275100000002
Ecuador,ECU,2008,,11.293333006078,0.000026686999999999997,0.0026824609999999997,0.208324462
Ecuador,ECU,2009,,9.225407228995,0.0000078786,0.003204416666,0.21651979699999999
Ecuador,ECU,2010,,8.636400921231001,0,0.00343485,0.235561874588
Ecuador,ECU,2011,,11.133088253311,0.00005812,0.00334467,0.278200369999
Ecuador,ECU,2012,,12.237723413637,0.00032566,0.0023983679999999997,0.296353241997
Ecuador,ECU,2013,,11.038824572776,0.0036636066799999993,0.056702974648000004,0.295787929997
Ecuador,ECU,2014,,11.457895633368,0.016482695590000002,0.079742466538,0.399471182998
Ecuador,ECU,2015,,13.096270011695001,0.036057927187,0.09880631692099999,0.40775104799999995
Ecuador,ECU,2016,,15.833842014888,0.038754817694,0.083958750247,0.489796490998
Ecuador,ECU,2017,,20.08861,0.03748,0.0734,0.43085
Ecuador,ECU,2018,,20.6780018676551,0.038079324065,0.080257771291,0.427967651475
Ecuador,ECU,2019,,24.664263544249,0.166452279583,0.0855269372500001,0.45472344827
Egypt,EGY,1965,,1.7324047999999999,0,0,0
Egypt,EGY,1966,,1.8252122,0,0,0
Egypt,EGY,1967,,1.966633,0,0,0
Egypt,EGY,1968,,3.0007726000000003,0,0,0
Egypt,EGY,1969,,3.9907182,0,0,0
Egypt,EGY,1970,,4.688983400000001,0,0,0
Egypt,EGY,1971,,5.0469548,0,0,0
Egypt,EGY,1972,,5.1618592,0,0,0
Egypt,EGY,1973,,5.153020400000001,0,0,0
Egypt,EGY,1974,,6.1164496,0,0,0
Egypt,EGY,1975,,6.7926178,0,0,0
Egypt,EGY,1976,,8.0035334,0,0,0
Egypt,EGY,1977,,9.037673,0,0,0
Egypt,EGY,1978,,9.9303918,0,0,0
Egypt,EGY,1979,,9.6077756,0,0,0
Egypt,EGY,1980,,9.8022292,0,0,0
Egypt,EGY,1981,,10.2132334,0,0,0
Egypt,EGY,1982,,10.4916556,0,0,0
Egypt,EGY,1983,,9.8154874,0,0,0
Egypt,EGY,1984,,9.629872599999999,0,0,0
Egypt,EGY,1985,,9.148,0,0,0
Egypt,EGY,1986,,8.972000000000001,0,0,0
Egypt,EGY,1987,,8.9695,0,0,0
Egypt,EGY,1988,,8.829,0,0,0
Egypt,EGY,1989,,9.487,0,0,0
Egypt,EGY,1990,,9.953,0,0,0
Egypt,EGY,1991,,9.916,0,0,0
Egypt,EGY,1992,,9.8,0,0,0
Egypt,EGY,1993,,10.0925,0,0,0
Egypt,EGY,1994,,10.728,0,0,0
Egypt,EGY,1995,,11.192,0,0,0
Egypt,EGY,1996,,11.484000000000002,0,0,0
Egypt,EGY,1997,,11.770999999999999,0,0,0
Egypt,EGY,1998,,12.1045,0,0,0
Egypt,EGY,1999,,13.4405,0,0.012,0
Egypt,EGY,2000,,14.177999999999999,0.0002,0.0805,0
Egypt,EGY,2001,,14.4135,0.0009,0.179,0
Egypt,EGY,2002,,13.9945,0.001,0.2125,0
Egypt,EGY,2003,,12.939,0.001,0.28600000000000003,0
Egypt,EGY,2004,,12.8315,0.001,0.5040505050505051,0
Egypt,EGY,2005,,12.644,0.001,0.5101111111111111,0
Egypt,EGY,2006,,12.7845,0.001,0.605060606060606,0
Egypt,EGY,2007,,14.2175,0.0012,0.662436363636364,0
Egypt,EGY,2008,,15.095999999999998,0.0015,0.929813131313131,0
Egypt,EGY,2009,,13.7725,0.0022,1.03719393939394,0
Egypt,EGY,2010,,12.9545,0.0252,1.4091434343434297,0
Egypt,EGY,2011,,12.99,0.0936,1.64579393939394,0
Egypt,EGY,2012,,13.0275,0.0581,1.78230404040404,0
Egypt,EGY,2013,,13.2365,0.0591,1.5429202020202,0
Egypt,EGY,2014,,13.587,0.0415,1.12617676767677,0
Egypt,EGY,2015,,13.6835,0.0654,1.87114545454545,0
Egypt,EGY,2016,,13.5025,0.104577,2.5258030303030297,0
Egypt,EGY,2017,,13.121125,0.60195,2.11017121212121,0
Egypt,EGY,2018,,13.365125,1.51048768478152,2.02991635562252,0
Egypt,EGY,2019,,13.39085,3.6770132043334596,2.79167366435341,0
Estonia,EST,1985,,0,0,0,0
Estonia,EST,1986,,0,0,0,0
Estonia,EST,1987,,0,0,0,0
Estonia,EST,1988,,0,0,0,0
Estonia,EST,1989,,0,0,0,0
Estonia,EST,1990,,0,0,0,0
Estonia,EST,1991,,0,0,0,0
Estonia,EST,1992,,0,0,0,0
Estonia,EST,1993,,0,0,0,0
Estonia,EST,1994,,0,0,0,0
Estonia,EST,1995,,0,0,0,0.006
Estonia,EST,1996,,0,0,0,0.005
Estonia,EST,1997,,0,0,0,0.008
Estonia,EST,1998,,0,0,0,0.012
Estonia,EST,1999,,0.004,0,0,0.012
Estonia,EST,2000,,0.005,0,0,0.013000000000000001
Estonia,EST,2001,,0.006999999999999999,0,0,0.011000000000000001
Estonia,EST,2002,,0.006,0,0.0014,0.027000000000000003
Estonia,EST,2003,,0.013000000000000001,0,0.0061,0.026000000000000002
Estonia,EST,2004,,0.022000000000000002,0,0.0076,0.031
Estonia,EST,2005,,0.022000000000000002,0,0.0539,0.033
Estonia,EST,2006,,0.013999999999999999,0,0.0763,0.038
Estonia,EST,2007,,0.022000000000000002,0,0.091,0.036000000000000004
Estonia,EST,2008,,0.027999999999999997,0,0.133,0.038
Estonia,EST,2009,,0.032,0.0001,0.195,0.314
Estonia,EST,2010,,0.027000000000000003,0.0001,0.27699999999999997,0.742
Estonia,EST,2011,,0.03,0.0002,0.368,0.7829999999999999
Estonia,EST,2012,,0.042,0.0003,0.434,1.001
Estonia,EST,2013,,0.026000000000000002,0.0014,0.529,0.667
Estonia,EST,2014,,0.0267,0.0031,0.604,0.74
Estonia,EST,2015,,0.027000000000000003,0.0059,0.7151,0.779
Estonia,EST,2016,,0.035,0.0101,0.594,0.885
Estonia,EST,2017,,0.026000000000000002,0.0126795147391443,0.723,1.683898
Estonia,EST,2018,,0.015,0.021483586650610002,0.636,1.242
Estonia,EST,2019,,0.015980027868091,0.0720609353829027,0.67755318160706,1.18789398546201
Europe,,1965,,302.195352803535,0,0,3.009
Europe,,1966,,324.56988939680804,0,0,4.101
Europe,,1967,,324.462743711293,0,0,4.489
Europe,,1968,,336.236677936889,0,0,4.997
Europe,,1969,,330.975908659455,0,0,5.422904
Europe,,1970,,346.07806880424204,0,0,7.1183569613
Europe,,1971,,349.563154078808,0,0,7.231883626
Europe,,1972,,363.832964995798,0,0,7.12260804
Europe,,1973,,369.312714613798,0,0,7.663391239
Europe,,1974,,399.29128475503,0,0,8.0420602
Europe,,1975,,407.51076617909104,0,0,8.520942081
Europe,,1976,,376.83469986981794,0,0,8.485597232
Europe,,1977,,456.271639087818,0,0,8.880291321
Europe,,1978,,455.52870822299,0,0.003,9.372139078
Europe,,1979,,479.149882412707,0,0.006,9.762957992
Europe,,1980,,464.766647077172,0,0.0105,10.74094928
Europe,,1981,,470.435387968545,0,0.0105,10.753523151
Europe,,1982,,466.309648956889,0,0.0185,9.836121003999999
Europe,,1983,,480.125849102808,0,0.0301,10.136652155
Europe,,1984,,485.193534523475,0.0010101010101010099,0.0382,10.510577807999999
Europe,,1985,,502.99454067141403,0.0010101010101010099,0.0574,10.961412738
Europe,,1986,,486.093183502182,0.0010101010101010099,0.1336,13.018809555999999
Europe,,1987,,529.505659403657,0,0.1908,12.875301294000002
Europe,,1988,,567.469001361697,0.0010101010101010099,0.3297,13.678099804
Europe,,1989,,493.805930669232,0.00909090909090909,0.5154,13.537275893
Europe,,1990,,502.457150374747,0.0125,0.7794604148888891,18.952852631579002
Europe,,1991,,513.091774499394,0.0155,0.9800279878383841,19.549432999999997
Europe,,1992,,529.6566497349501,0.027088,1.53504807975758,20.7096029999999
Europe,,1993,,550.466764678182,0.032382999999999995,2.28482609212121,22.879095
Europe,,1994,,557.1966285290911,0.0376885,2.9792357028282797,24.017899709373697
Europe,,1995,,564.88990936202,0.04684,3.86302920121212,26.4986314554852
Europe,,1996,,548.086294097576,0.0538114111111111,4.82858524525253,26.6801998379573
Europe,,1997,,567.678971968485,0.0639262444444444,7.295492955555559,31.663519394162698
Europe,,1998,,593.904161671927,0.0870885,11.176479135151501,36.1150418430154
Europe,,1999,,598.180852939661,0.0911980555555556,14.2443217667677,38.0996001734894
Europe,,2000,,617.663519964201,0.13447325,22.454714202828303,42.3312482954576
Europe,,2001,,612.040961567183,0.1702025,26.9342866553535,44.9546686430853
Europe,,2002,,563.942443396988,0.27675500555555604,36.4259493147475,50.656336178645894
Europe,,2003,,529.5685025494539,0.46869774444444395,44.5311522856566,57.980970795034196
Europe,,2004,,570.153394131966,0.751097872888889,59.296786859596004,68.80114150556349
Europe,,2005,,571.725190888241,1.4863832461111102,71.0967493651913,78.6731787585391
Europe,,2006,,561.9088763568151,2.5240878138888903,83.16413987836481,89.2772577529487
Europe,,2007,,563.963604554287,3.81570481944444,105.71319376702101,99.46983003334
Europe,,2008,,593.033139126176,7.501071132222219,121.35390149753599,110.044741106731
Europe,,2009,,589.744874451402,14.192835061672803,135.38322861318701,120.746552682855
Europe,,2010,,649.800166790931,23.263436016767802,153.443496864176,136.890938334948
Europe,,2011,,569.648631978939,46.7135493122146,186.657403230905,146.16513560265
Europe,,2012,,625.806106585447,71.8699381638955,214.837420064032,161.993771265106
Europe,,2013,,661.636666516838,86.9351168023531,248.093911753321,171.73807526526699
Europe,,2014,,644.059662023717,98.83569400625109,264.813830959906,183.52293320339697
Europe,,2015,,635.8995302683,109.883453957752,318.806956873139,196.65720630235901
Europe,,2016,,651.4348398684809,113.95246301073999,322.924441620165,201.557709351697
Europe,,2017,,584.778231837807,124.47469440741001,383.934491784488,208.27119567888198
Europe,,2018,,645.255444774225,138.556569960504,402.775106904172,215.007938698983
Europe,,2019,,632.538301671477,154.66345866269,461.587610396338,220.33526197031003
Europe (other),,1965,,9.40833685,0,0,0
Europe (other),,1966,,10.355472116,0,0,0
Europe (other),,1967,,11.187607382000001,0,0,0
Europe (other),,1968,,12.351742648,0,0,0
Europe (other),,1969,,15.340877914000002,0,0,0
Europe (other),,1970,,15.39301318,0,0,0
Europe (other),,1971,,16.523876598,0,0,0
Europe (other),,1972,,19.065740016,0,0,0
Europe (other),,1973,,17.704603434000003,0,0,0
Europe (other),,1974,,22.141466851999997,0,0,0
Europe (other),,1975,,21.09233027,0,0,0
Europe (other),,1976,,22.629193688,0,0,0
Europe (other),,1977,,26.728057105999998,0,0,0
Europe (other),,1978,,27.771920524000002,0,0,0
Europe (other),,1979,,29.432783941999997,0,0,0
Europe (other),,1980,,31.64264736,0,0,0
Europe (other),,1981,,28.533702914000003,0,0,0
Europe (other),,1982,,26.841758468000002,0,0,0
Europe (other),,1983,,25.226814022,0,0,0
Europe (other),,1984,,28.830869575999998,0,0,0
Europe (other),,1985,,33.01269853,0,0,0
Europe (other),,1986,,37.545652884,0,0,0
Europe (other),,1987,,38.675288438,0,0,0
Europe (other),,1988,,38.687674791999996,0,0,0
Europe (other),,1989,,35.642399546,0,0,0
Europe (other),,1990,,23.2851958292929,0,0,0
Europe (other),,1991,,28.5061330852525,0,0,0
Europe (other),,1992,,24.7017143612121,0,0,0
Europe (other),,1993,,22.613781385252498,0,0.000427272727272727,0
Europe (other),,1994,,25.488779993737396,0,0.000611111111111111,0
Europe (other),,1995,,25.6016639983838,0,0.0005757575757575759,0
Europe (other),,1996,,31.927510107676802,0,0.000585858585858586,0.0142855
Europe (other),,1997,,28.9564540189899,0,0.000555555555555556,0.012856999999999999
Europe (other),,1998,,29.221755585454503,0,0.0005515151515151519,0.0142855
Europe (other),,1999,,31.415347896363603,0,0.000567676767676768,0.011802
Europe (other),,2000,,28.0548678494949,0,0.000528282828282828,0.011311
Europe (other),,2001,,27.221406011919196,0.000136,0.000509090909090909,0.0111205
Europe (other),,2002,,27.1861348729293,0.000272,0.000558585858585859,0.010448
Europe (other),,2003,,27.048603352881603,0.00037200000000000004,0.00302323232323232,0.0110195
Europe (other),,2004,,31.3273998979321,0.000472,0.00758484848484849,0.026295
Europe (other),,2005,,32.031522023743,0.000572,0.0114464646464646,0.027092
Europe (other),,2006,,29.921542354545497,0.000572,0.0161393939393939,0.0304244343719482
Europe (other),,2007,,25.5395728180865,0.0009720000000000001,0.0169282828282828,0.0424576349639893
Europe (other),,2008,,27.5240695960073,0.001172,0.014110101010101002,0.035104500000000004
Europe (other),,2009,,31.9267318889843,0.00311810101010101,0.0161666666666667,0.0381418054199219
Europe (other),,2010,,40.5520338989899,0.00592325,0.0157313131313131,0.0371620757598877
Europe (other),,2011,,26.9130521616162,0.015168000000000001,0.0156828282828283,0.042921
Europe (other),,2012,,27.5931062986869,0.0325512465753425,0.0119060606060606,0.054928288
Europe (other),,2013,,36.0299567831313,0.052842999999999994,0.0238757575757576,0.069249937
Europe (other),,2014,,32.5695563791442,0.10399425,0.0370264646464646,0.0681878766640015
Europe (other),,2015,,32.3055061894052,0.23762049999999998,0.0585746262626263,0.10549272149566699
Europe (other),,2016,,35.707148332020104,0.315163980822,0.0896171512384115,0.120255074366761
Europe (other),,2017,,28.773663069549897,0.3787205,0.29373458188441803,0.16823042677231195
Europe (other),,2018,,38.778891297242,0.258141576247591,0.6273333758787879,0.19749358977231196
Europe (other),,2019,,34.0660501197296,0.29400110173238697,1.4976929055848203,0.229191356476114
Finland,FIN,1965,,9.353535353535358,0,0,0
Finland,FIN,1966,,10.3808080808081,0,0,0
Finland,FIN,1967,,11.6292929292929,0,0,0
Finland,FIN,1968,,10.4888888888889,0,0,0
Finland,FIN,1969,,8.74545454545455,0,0,0
Finland,FIN,1970,,9.52424242424243,0,0,0
Finland,FIN,1971,,10.680808080808099,0,0,0
Finland,FIN,1972,,10.379797979798,0,0,0
Finland,FIN,1973,,10.579797979798,0,0,0
Finland,FIN,1974,,12.7030303030303,0,0,0
Finland,FIN,1975,,12.2090909090909,0,0,0
Finland,FIN,1976,,9.48181818181818,0,0,0
Finland,FIN,1977,,12.1818181818182,0,0,0
Finland,FIN,1978,,9.7989898989899,0,0,0
Finland,FIN,1979,,10.8707070707071,0,0,0
Finland,FIN,1980,,10.217171717171698,0,0,0
Finland,FIN,1981,,13.6545454545455,0,0,0
Finland,FIN,1982,,13.088888888888901,0,0,0
Finland,FIN,1983,,13.5808080808081,0,0,0
Finland,FIN,1984,,13.2474747474748,0,0,0
Finland,FIN,1985,,12.3343434343434,0,0,0
Finland,FIN,1986,,12.389898989899,0,0,0
Finland,FIN,1987,,13.7959595959596,0,0,0
Finland,FIN,1988,,13.3626262626263,0,0,0
Finland,FIN,1989,,13.030303030303,0,0,0
Finland,FIN,1990,,10.8606060606061,0.0005,0,5.156000000000001
Finland,FIN,1991,,13.197979797979801,0.0005,0.0006,4.999
Finland,FIN,1992,,15.108080808080802,0.0006,0.0024,4.95
Finland,FIN,1993,,13.4737373737374,0.0007,0.0044,5.957999999999999
Finland,FIN,1994,,11.779797979798,0.0008,0.0072,6.465
Finland,FIN,1995,,12.9170707070707,0.0008,0.0108,6.608
Finland,FIN,1996,,11.821919191919198,0.001,0.011000000000000001,5.888999999999999
Finland,FIN,1997,,11.914040404040401,0.0012,0.0166,7.891
Finland,FIN,1998,,14.9258585858586,0.0013,0.023,9.333
Finland,FIN,1999,,12.6734343434343,0.0014,0.049,8.363
Finland,FIN,2000,,14.5987878787879,0.0016,0.0766,8.58852631578947
Finland,FIN,2001,,13.149595959596,0.0017,0.0696,8.21178947368421
Finland,FIN,2002,,10.730404040404,0.0019,0.063,8.932421052631579
Finland,FIN,2003,,9.55050505050505,0.0021,0.0919,9.292
Finland,FIN,2004,,15.0150505050505,0.0024,0.1203,10.370947368421099
Finland,FIN,2005,,13.5636363636364,0.0026,0.1683,9.479473684210529
Finland,FIN,2006,,11.4272727272727,0.0034,0.1527,10.7566315789474
Finland,FIN,2007,,14.131919191919199,0.0038,0.1884,9.927999999999999
Finland,FIN,2008,,17.080303030303,0.0039,0.2605,10.3912631578947
Finland,FIN,2009,,12.7,0.0043,0.2766,8.74357894736842
Finland,FIN,2010,,12.8717171717172,0.0047,0.2943,10.980210526315801
Finland,FIN,2011,,12.402323232323198,0.0053,0.4814,11.1828421052632
Finland,FIN,2012,,16.8352525252525,0.0057,0.4943,11.1012631578947
Finland,FIN,2013,,12.800404040404,0.0065,0.7737,11.9426315789474
Finland,FIN,2014,,13.3739393939394,0.008,1.1072,11.7072631578947
Finland,FIN,2015,,16.7517171717172,0.0113,2.3274,11.318
Finland,FIN,2016,,15.792121212121199,0.0221,3.068,11.422315789473698
Finland,FIN,2017,,14.7577777777778,0.0485,4.7952,11.2415
Finland,FIN,2018,,13.1374,0.0902,5.8387,12.1842
Finland,FIN,2019,,12.2863,0.1781,5.9854,12.195
France,FRA,1965,,46.881092200000005,0,0,0
France,FRA,1966,,52.2084692,0,0,0.39
France,FRA,1967,,45.3776574,0,0,0.605
France,FRA,1968,,50.4226122,0,0,0.9259999999999999
France,FRA,1969,,52.94208960000001,0,0,1.067
France,FRA,1970,,56.6814826,0,0,1.3702458
France,FRA,1971,,48.85672520000001,0,0,1.3918224
France,FRA,1972,,48.831466999999996,0,0,1.5151953000000002
France,FRA,1973,,47.696261799999995,0,0,1.5500863999999999
France,FRA,1974,,56.2302844,0,0,1.5770591999999999
France,FRA,1975,,60.107937,0,0,1.4158848999999998
France,FRA,1976,,48.5646282,0,0,1.3329
France,FRA,1977,,76.32297659999999,0,0,1.3745813999999998
France,FRA,1978,,68.35983259999999,0,0,1.4183881
France,FRA,1979,,66.41913960000001,0,0,1.4840102
France,FRA,1980,,69.52674959999999,0,0,1.4710235
France,FRA,1981,,72.1951656,0,0,1.4921525
France,FRA,1982,,70.5748578,0,0,1.52734
France,FRA,1983,,69.44301479999999,0,0,1.5587
France,FRA,1984,,65.6901096,0,0,1.6223
France,FRA,1985,,62.4533336,0,0,1.65215
France,FRA,1986,,63.010845200000006,0,0,1.6628
France,FRA,1987,,71.0875564,0,0,1.7506
France,FRA,1988,,77.11729040000002,0,0,1.77325
France,FRA,1989,,46.842294,0,0,1.84145
France,FRA,1990,,53.86600000000001,0,0.00027152599999999996,1.913
France,FRA,1991,,57.602,0,0.000489604,2.102
France,FRA,1992,,68.956,0.0014880000000000002,0.000489604,2.134
France,FRA,1993,,64.895,0.0016829999999999998,0.00240218,1.974
France,FRA,1994,,78.794,0.0018785,0.004704,2.157
France,FRA,1995,,73.119,0.0020399999999999997,0.0047142,2.329
France,FRA,1996,,66.044,0.0026503,0.0074302,2.423
France,FRA,1997,,63.763999999999996,0.0034068000000000006,0.011128399999999998,2.675
France,FRA,1998,,62.093,0.0040885,0.0194972,2.653
France,FRA,1999,,72.514,0.0045475,0.03694443,2.853
France,FRA,2000,,66.363,0.00522325,0.048,2.986
France,FRA,2001,,74.268,0.006160499999999999,0.131,3.3339999999999996
France,FRA,2002,,60.397,0.00710345,0.265,3.537
France,FRA,2003,,58.943000000000005,0.0077673,0.38799999999999996,3.717
France,FRA,2004,,59.555,0.008447984,0.595,3.782
France,FRA,2005,,51.48,0.01050076,0.9620000000000001,3.872
France,FRA,2006,,56.303000000000004,0.01190605,2.182,3.841
France,FRA,2007,,57.604,0.018000000000000002,4.07,4.216
France,FRA,2008,,63.653999999999996,0.042,5.694,4.436
France,FRA,2009,,56.994,0.174,7.912000000000001,4.578
France,FRA,2010,,62.714,0.62,9.945,4.917
France,FRA,2011,,44.791000000000004,2.0780000000000003,12.052,5.48
France,FRA,2012,,58.666000000000004,4.016,14.913,5.392
France,FRA,2013,,70.71600000000001,4.735,16.033,5.388
France,FRA,2014,,62.83,5.912999999999999,17.249000000000002,5.818
France,FRA,2015,,54.443999999999996,7.2620000000000005,21.249000000000002,6.452999999999999
France,FRA,2016,,60.043,8.16,21.4,7.638999999999999
France,FRA,2017,,49.2216171675301,9.162760492672259,24.317163483057197,7.9946455938697305
France,FRA,2018,,63.9299158788575,10.3183927373737,28.0847112020202,8.52119731800766
France,FRA,2019,,58.5185973902118,11.7292743434343,34.4801427777778,8.696714559386981
Germany,DEU,1965,,16.2122092,0,0,0
Germany,DEU,1966,,17.5339978,0,0,0
Germany,DEU,1967,,16.652311800000003,0,0,0
Germany,DEU,1968,,16.8989908,0,0,0
Germany,DEU,1969,,13.713477800000001,0,0,0
Germany,DEU,1970,,17.5336782,0,0,0.9200201613
Germany,DEU,1971,,13.455188199999998,0,0,1.0010282259999999
Germany,DEU,1972,,13.205894400000002,0,0,1.01874874
Germany,DEU,1973,,15.229461800000001,0,0,1.053104839
Germany,DEU,1974,,17.6381318,0,0,1.07625
Germany,DEU,1975,,17.0591234,0,0,1.124710181
Germany,DEU,1976,,13.846832999999998,0,0,1.277685232
Germany,DEU,1977,,17.5821604,0,0,1.246583921
Germany,DEU,1978,,18.3622344,0,0,1.317465978
Germany,DEU,1979,,18.3836866,0,0,1.443317792
Germany,DEU,1980,,19.069143,0,0,1.96625378
Germany,DEU,1981,,19.914673399999998,0,0,1.804237651
Germany,DEU,1982,,19.737993,0,0,1.798813004
Germany,DEU,1983,,18.7120174,0,0,1.540238155
Germany,DEU,1984,,18.479174399999998,0,0,1.6429448080000002
Germany,DEU,1985,,17.4006496,0,0,1.6440297380000002
Germany,DEU,1986,,18.5719818,0,0.001,1.5955695559999998
Germany,DEU,1987,,20.34297,0,0.002,1.445849294
Germany,DEU,1988,,20.0793908,0,0.008,1.637881804
Germany,DEU,1989,,18.243727800000002,0,0.026000000000000002,1.749267893
Germany,DEU,1990,,17.335,0.001,0.071,1.435
Germany,DEU,1991,,15.85,0.001,0.1,1.4709999999999999
Germany,DEU,1992,,18.635,0.004,0.275,1.558
Germany,DEU,1993,,18.96,0.003,0.6,1.635
Germany,DEU,1994,,20.195,0.006999999999999999,0.909,1.875
Germany,DEU,1995,,21.555999999999997,0.006999999999999999,1.5,2.01
Germany,DEU,1996,,18.817999999999998,0.012,2.032,2.0980000000000003
Germany,DEU,1997,,18.952,0.018000000000000002,2.966,2.273
Germany,DEU,1998,,19.002,0.035,4.489,3.2560000000000002
Germany,DEU,1999,,20.686,0.03,5.528,3.585
Germany,DEU,2000,,24.86675,0.06,9.513,4.731
Germany,DEU,2001,,23.241,0.076,10.509,5.2139999999999995
Germany,DEU,2002,,23.66175,0.162,15.786,6.047999999999999
Germany,DEU,2003,,17.722,0.313,18.713,8.841000000000001
Germany,DEU,2004,,20.096,0.557,25.509,10.4712
Germany,DEU,2005,,19.639,1.2819999999999998,27.229,14.3542
Germany,DEU,2006,,20.0085,2.22,30.71,18.7004
Germany,DEU,2007,,21.169,3.075,39.713,24.3634
Germany,DEU,2008,,20.442999999999998,4.42,40.574,27.8096
Germany,DEU,2009,,19.031,6.582999999999999,38.648,30.9048
Germany,DEU,2010,,20.953000000000003,11.729000000000001,38.547,33.9517
Germany,DEU,2011,,17.672273999999998,19.599,49.857,36.9098
Germany,DEU,2012,,22.09,26.38,51.68,43.2284
Germany,DEU,2013,,22.998,31.01,52.736999999999995,45.593
Germany,DEU,2014,,19.58710177,36.056,58.497,48.385
Germany,DEU,2015,,18.97715888,38.726,80.624,50.458999999999996
Germany,DEU,2016,,20.54634396,38.098,79.92399999999999,51.103
Germany,DEU,2017,,20.15,39.400999999999996,105.693,51.093999999999994
Germany,DEU,2018,,17.974999997,45.784,109.95100000000001,51.048
Germany,DEU,2019,,20.192319962,47.516999999999996,125.975,50.608999999999995
Greece,GRC,1965,,0.8009999999999999,0,0,0
Greece,GRC,1966,,1.73,0,0,0
Greece,GRC,1967,,1.66,0,0,0
Greece,GRC,1968,,1.368,0,0,0
Greece,GRC,1969,,2.055,0,0,0
Greece,GRC,1970,,2.636,0,0,0
Greece,GRC,1971,,2.6519999999999997,0,0,0
Greece,GRC,1972,,2.677,0,0,0
Greece,GRC,1973,,2.2230000000000003,0,0,0
Greece,GRC,1974,,2.347,0,0,0
Greece,GRC,1975,,2.015,0,0,0
Greece,GRC,1976,,1.879,0,0,0
Greece,GRC,1977,,1.922,0,0,0
Greece,GRC,1978,,2.988,0,0,0
Greece,GRC,1979,,3.5660000000000003,0,0,0
Greece,GRC,1980,,3.405,0,0,0
